@relation electricity_proces-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily

@attribute Holiday=None numeric
@attribute 'Holiday=Christmas Eve' numeric
@attribute Holiday=Christmas numeric
@attribute 'Holiday=St Stephen\'s Day' numeric
@attribute 'Holiday=New Year\'s Eve' numeric
@attribute 'Holiday=New Year\'s Day' numeric
@attribute 'Holiday=St Patrick\'s Day' numeric
@attribute 'Holiday=Good Friday' numeric
@attribute 'Holiday=Holy Saturday' numeric
@attribute Holiday=Easter numeric
@attribute 'Holiday=Easter Monday' numeric
@attribute 'Holiday=May Day' numeric
@attribute 'Holiday=June Bank Holiday' numeric
@attribute 'Holiday=August Bank Holiday' numeric
@attribute 'Holiday=October Bank Holiday' numeric
@attribute HolidayFlag numeric
@attribute DayOfWeek numeric
@attribute WeekOfYear numeric
@attribute Day numeric
@attribute Month numeric
@attribute Year numeric
@attribute PeriodOfDay numeric
@attribute ForecastWindProduction numeric
@attribute SystemLoadEA numeric
@attribute SMPEA numeric
@attribute ORKTemperature numeric
@attribute ORKWindspeed numeric
@attribute CO2Intensity numeric
@attribute ActualWindProduction numeric
@attribute SystemLoadEP2 numeric
@attribute SMPEP2 numeric

@data
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,13,335.39,3325.1,45.14,5,3.7,590.34,358,3082.97,51.45
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,14,330.95,3661.02,46.25,4,9.3,596.22,402,3372.55,52.82
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,15,325.93,4030,52.84,5,3.7,581.52,368,3572.64,53.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,16,320.91,4306.54,59.44,5,5.6,577.27,361,3852.42,54.21
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,17,365.15,4438.05,62.15,6,5.6,568.76,340,4116.03,58.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,18,410.55,4585.84,61.81,8,7.4,560.79,358,4345.42,58.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,19,458.56,4723.93,61.88,9,7.4,542.8,339,4427.29,58.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,20,513.17,4793.6,61.46,9.626369,19.21177,535.37,324,4460.41,58.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,21,573.36,4829.44,61.28,11,13,532.52,335,4493.22,58.27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,22,636.75,4888.29,61.63,11,22.2,534.34,372,4513.02,58.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,23,683.59,4936.25,62.12,11,18.5,530.08,415,4490.71,58.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,24,731.07,4995.51,62.83,11,22.2,517.55,513,4493.73,58.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,25,780.23,5044.68,60.2,11,20.4,506.83,623,4481.31,58.15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,26,828.09,5018.8,56.25,12,20.4,513.98,683,4408.46,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,27,873.81,4916.93,56.25,11,24.1,518.96,711,4341.14,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,28,920.69,4933.87,56.25,12,22.2,525.69,761,4338.35,54.14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,29,985.09,4978.87,56.25,11,25.9,528.47,750,4294.17,53.63
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,30,1044.37,5013.1,56.25,11,22.2,528.17,758,4318.87,53.63
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,31,1098.97,5061.1,56.25,11,24.1,513.22,805,4375.62,53.63
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,32,1148.24,5137.37,56.25,11,27.8,509.16,782,4469.73,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,33,1191.7,5325.37,56.25,11,27.8,495.57,861,4720.21,58.15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,34,1229.56,5628.84,160.62,11,31.5,479.82,1014,5179.06,130.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,35,1281.93,5887.54,247.04,11,29.6,460.51,1065,5372.97,189.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,36,1328.42,5871.14,196.43,11,33.3,450.42,1138,5246.99,130.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,37,1370.76,5727.71,61.89,11,35.2,460.87,1191,5051.17,58.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,38,1407.5,5532.86,56.25,12,35.2,463.02,1230,4882.23,58.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,39,1438.24,5401.07,56.25,12,37,457.03,1279,4676.06,54.14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,40,1464.71,5182.14,49.66,12,37,457.09,1278,4520.71,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,41,1480.69,5004.2,49.66,12,38.9,462.62,1247,4403.16,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,42,1494.24,4876.12,46.25,12,38.9,445.23,1250,4225.18,53.63
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,43,1505.4,4622.8,46.25,12,42.6,463.86,1246,4000.62,54.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,44,1514.68,4417.01,46.25,12,44.4,457.84,1281,3757.52,53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,45,1522.58,4174.11,45.14,12,51.9,409.03,1325,3536.95,53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,46,1293.3,3974.23,45.14,12,48.2,381.35,1391,3425.87,51.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,11,2011,47,1300.1,3844.51,44.9,12,48.2,374.14,1374,3192.47,51.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,0,1305.1,3591.85,44.47,12,46.3,357.17,1357,2936.4,51.45
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,1,1307.6,3366.83,44.47,12,48.2,341.24,1264,2757.26,36.53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,2,1309.9,3197.92,44.31,12,48.2,354.87,1116,2645.58,36.53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,3,1310.8,3091.68,30.87,12,50,371.32,998,2546.5,36.53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,4,1311.2,2978.13,30.87,12,42.6,387.3,886,2465.26,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,5,1308.9,2928.29,30.87,12,50,400.07,816,2419.12,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,6,1306,2864.87,30.87,12,50,411.8,747,2416.97,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,7,1301.4,2837.06,30.87,12,44.4,417.81,751,2419.49,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,8,1298,2826.59,30.87,12,50,416.04,765,2431.44,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,9,1294.8,2823.85,30.87,12,48.2,418.83,735,2425.62,5.66
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,10,1292.3,2878.57,30.87,12,50,419.19,751,2476.72,36.53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,11,1290.1,2947.63,30.87,12,51.9,425.83,709,2515.88,36.53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,12,1289.6,3118.35,29.96,12,51.9,413.33,760,2658.52,29.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,13,1289.6,3403.57,44.31,12,50,380.44,934,2883.79,42.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,14,1287.3,3827.88,46.58,12,53.7,375.18,1078,3251.61,44.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,15,1286,4271.47,52.59,12,55.6,404.33,1143,3454.44,44.3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,16,1284.1,4515.13,55.61,12,51.9,425.09,1150,3713.34,50.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,17,1282.7,4615.31,55.04,12,48.2,431.74,1251,3920.53,48.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,18,1281,4707.88,55.04,13,50,456.66,1293,4132.04,50.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,19,1280.2,4820.55,55.57,9.626369,19.21177,463.72,1294,4213.87,53.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,20,1279.6,4858.55,55.57,13,53.7,468.93,1259,4259.69,53.9
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,21,1278.2,4885.14,55.57,9.626369,19.21177,466.15,1317,4323.18,54.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,22,1276.7,4916,55.53,12,51.9,465.39,1316,4393.66,55.74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,23,1274.7,4926.02,56.04,13,51.9,468.4,1304,4423.09,56.76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,24,1272.2,4979.75,68.62,13,48.2,459.46,1326,4488.02,57.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,25,1268.7,5021.31,68.61,13,44.4,455.1,1364,4520.37,58.18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,26,1265.9,5012.99,68.61,13,44.4,455.02,1356,4465.23,56.39
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,27,1263.8,4940.5,68.6,13,48.2,453.15,1373,4396.55,54.81
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,28,1264,4950.29,68.6,12,44.4,457.66,1353,4431.86,55.09
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,29,1268.3,4981.91,68.6,13,50,459.48,1340,4454.54,56.72
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,30,1267.6,5000.96,68.6,12,51.9,453.33,1323,4492.34,57.68
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,31,1251.7,5018.97,68.59,13,46.3,448.18,1322,4549.44,57.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,32,1235.1,5156.49,78.2,13,50,433.72,1398,4659.24,69.95
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,33,1216.9,5455.41,82.02,13,46.3,439.11,1378,4924.02,76.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,34,1391.81,5695.26,108.59,13,42.6,441.09,1394,5216.66,245.87
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,35,1390.12,5971.94,156.78,13,37,430.96,1389,5312.16,251.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,36,1387.98,5946.36,156.78,13,42.6,429.17,1412,5205.09,94.55
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,37,1385.12,5771.51,128.16,13,40.7,440.82,1377,5052.31,86.17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,38,1381.62,5580.8,103.81,13,42.6,439.2,1367,4930.86,76.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,39,1377.47,5446.87,74.99,13,42.6,439.45,1338,4788.65,72.92
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,40,1372.65,5228.61,71.42,13,40.7,436.44,1328,4621.2,58.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,41,1359.83,5073.67,58.33,13,38.9,426.1,1340,4499.07,55.93
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,42,1345.88,4958.04,58.33,13,38.9,410.56,1356,4345.07,53.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,43,1330.42,4741.71,55.51,12,33.3,396.23,1342,4178.42,50.33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,44,1313.28,4528.98,54.93,12,29.6,404.72,1351,3964.79,48.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,45,1294.48,4236.24,54.65,12,29.6,405.89,1315,3751.52,48.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,46,1273.91,4100.56,54.93,12,33.3,395.18,1310,3664.19,48.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,11,2011,47,1245.68,3957.31,54.65,12,33.3,385.27,1270,3465.06,48.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,0,1214.47,3645.55,54.21,12,35.2,373.89,1252,3235.88,47.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,1,1178.77,3418.87,51.89,12,29.6,320.85,1258,3058.27,45.39
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,2,1140,3251.74,51.89,12,29.6,321.07,1213,2922.82,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,3,1099.41,3121.69,35.97,12,31.5,327.85,1125,2804.93,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,4,1056.13,3017.3,35.97,12,31.5,338.08,1019,2710.3,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,5,1026.64,2934.2,6.02,12,33.3,343.44,953,2607.19,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,6,996.46,2876.74,6.02,12,29.6,358.24,840,2552.84,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,7,965.93,2864.73,6.02,12,33.3,358.43,841,2534.7,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,8,935.27,2877.09,6.02,12,25.9,363.8,804,2515.52,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,9,904.77,2851.49,6.02,12,29.6,376.8,796,2482.96,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,10,874.68,2864.5,6.02,12,25.9,362.45,782,2531.99,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,11,860.08,2932.35,35.97,12,29.6,376.01,773,2586.35,32.54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,12,845.42,3059.59,0.01,12,24.1,384.5,822,2791.72,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,13,830.81,3340.51,40.35,12,24.1,394.32,954,3042.61,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,14,816.31,3771.01,41.64,12,29.6,439.47,904,3406.09,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,15,801.78,4259.64,43.27,12,24.1,456.14,884,3610.5,43.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,16,787.11,4472.6,50.35,12,29.6,465.72,884,3885.4,51.88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,17,799.67,4581.52,45.38,12,27.8,492,798,4083.36,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,18,812.04,4671.49,45.38,12,24.1,505.1,796,4253.6,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,19,824.04,4770.76,50.38,12,25.9,499.26,872,4355.21,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,20,835.18,4790.93,52.99,12,24.1,497.63,864,4403.21,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,21,847.35,4818.24,52.99,12,22.2,499.29,878,4472.67,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,22,858.5,4848.26,52.99,13,24.1,492.14,863,4491.64,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,23,806.29,4860.53,52.99,13,24.1,478.47,921,4522.46,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,24,756.14,4895.71,53.37,13,24.1,491.8,805,4572.09,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,25,706.89,4902.11,53.37,13,22.2,487.66,773,4601.22,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,26,659.86,4922.71,57.56,13,24.1,496.27,727,4533.1,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,27,615.68,4846.66,57.12,11,25.9,499.35,758,4474.42,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,28,573.58,4855.61,57.56,13,24.1,511.13,705,4505.79,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,29,542.05,4909.53,57.56,13,25.9,509.18,641,4476.38,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,30,510.33,4962.59,57.54,13,22.2,522.25,589,4479.28,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,31,476.97,4996.69,57.54,12,18.5,529.17,533,4502.84,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,32,443.08,5088.61,57.54,12,24.1,523.81,521,4572.72,99.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,33,406.26,5354.42,61.86,12,22.2,535.7,512,4800.27,99.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,34,383.5,5688.3,64.88,12,18.5,523.46,473,5244.98,237.46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,35,366,5890.52,210.95,11,13,504.77,438,5432.84,445.64
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,36,349.14,5821.01,159.02,11,14.8,504.39,389,5347.9,330.72
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,37,332.98,5675.04,152.38,11,18.5,507.03,402,5200.73,128.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,38,317.38,5531.9,106.95,10,20.4,515.14,490,5064.34,105.47
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,39,302.3,5387.36,64.69,10,18.5,528.22,480,4929.32,133.03
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,40,287.72,5216.83,64.69,9,9.3,532.74,413,4774.93,54.18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,41,251.42,5057.33,62.38,8,7.4,544.02,400,4649.2,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,42,217.84,4931.4,61.94,7,7.4,552.24,378,4507.45,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,43,186.7,4726.75,60.7,7,7.4,575.44,305,4311.06,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,44,158.39,4484.32,57.54,8,5.6,582.27,301,4101.7,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,45,133.17,4244.42,57.1,7,5.6,570.27,229,3951.16,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,46,110.67,4060.7,55.43,8,3.7,599.91,217,3863.68,48.28
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,11,2011,47,101.78,3971.44,55.43,8,1.9,595.34,178,3663.66,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,0,93.65,3714.38,52.39,8,5.6,622.35,158,3446.04,45.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,1,86.07,3512.19,51.29,8,0,644.13,118,3255.45,44.93
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,2,79.56,3344.71,51.29,8,3.7,634.41,97,3130.56,44.93
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,3,73.78,3206.67,50.04,8,7.4,616.65,92,3023.76,43.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,4,68.66,3105.04,48.77,8,11.1,619.6,86,2926.91,43.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,5,70,3016.16,34.88,7,9.3,628.14,94,2864.25,43.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,6,71.68,2987.77,34.88,7,13,623.81,92,2841.52,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,7,73.72,2978.95,34.88,7,9.3,630.58,92,2832.75,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,8,75.94,2992,34.88,7,9.3,625.55,120,2836.51,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,9,78.48,2958.98,34.88,7,11.1,628.49,116,2835.48,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,10,81.51,3003.63,47.11,7,11.1,625.42,124,2868.13,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,11,83.4,3083.73,48.77,7,11.1,637.7,106,2920.47,42.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,4,11,2011,12,85.42,3203.44,43.64,8,7.4,648.38,122,3102,42.73
